sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_sents,target_sents,source_text,target_text,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
971,one-to-many,dn_1058,isk_1301 isk_1302,"Ebbe un sussulto, quel particolare sussulto che Ippolita conosceva pur troppo come un sicuro indizio del male da cui l'amato era afflitto.",猛然と起上つた。 それは、イッポリイタも熟く見慣れて居る、苦しい病氣の發作の知らせであつた。,l'amato,MISSING,Giorgio,MISSING,NOUN,MISSING,nsubj,MISSING,leftover_source,
971,one-to-many,dn_1058,isk_1301 isk_1302,"Ebbe un sussulto, quel particolare sussulto che Ippolita conosceva pur troppo come un sicuro indizio del male da cui l'amato era afflitto.",猛然と起上つた。 それは、イッポリイタも熟く見慣れて居る、苦しい病氣の發作の知らせであつた。,Ippolita,イッポリイタ,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
971,one-to-many,dn_1058,isk_1301 isk_1302,"Ebbe un sussulto, quel particolare sussulto che Ippolita conosceva pur troppo come un sicuro indizio del male da cui l'amato era afflitto.",猛然と起上つた。 それは、イッポリイタも熟く見慣れて居る、苦しい病氣の發作の知らせであつた。,MISSING,猛然と起上つた。,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
972,one-to-one,dn_1059,isk_1303,"Ella gli domandò, prendendogli la mano:",彼女はその手を捉へて、,gli,その,Giorgio,Giorgio,PRON,DET,obj,nmod,explicit_ref_only,
972,one-to-one,dn_1059,isk_1303,"Ella gli domandò, prendendogli la mano:",彼女はその手を捉へて、,gli,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
972,one-to-one,dn_1059,isk_1303,"Ella gli domandò, prendendogli la mano:",彼女はその手を捉へて、,Ella,彼女,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
973,one-to-one,dn_1060,isk_1304,Tu soffri?,苦しくつて？,Tu,苦しくつて,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
974,one-to-many,dn_1061,isk_1305 isk_1306,Egli accennò di sì col capo; la guardò con un sorriso doloroso.,男は頷いた。 男は女を眺めて楽しからぬ風ににやにや笑つた。,Egli,男,Giorgio,Giorgio,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
974,one-to-many,dn_1061,isk_1305 isk_1306,Egli accennò di sì col capo; la guardò con un sorriso doloroso.,男は頷いた。 男は女を眺めて楽しからぬ風ににやにや笑つた。,guardò,笑つた,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
974,one-to-many,dn_1061,isk_1305 isk_1306,Egli accennò di sì col capo; la guardò con un sorriso doloroso.,男は頷いた。 男は女を眺めて楽しからぬ風ににやにや笑つた。,MISSING,男,MISSING,Giorgio,MISSING,NOUN,MISSING,nsubj,leftover_target,
974,one-to-many,dn_1061,isk_1305 isk_1306,Egli accennò di sì col capo; la guardò con un sorriso doloroso.,男は頷いた。 男は女を眺めて楽しからぬ風ににやにや笑つた。,la,女,Ippolita,Ippolita,PRON,NOUN,obj,obj,explicit_ref_case,
975,one-to-one,dn_1062,isk_1307,"Ma ella non ebbe il coraggio d'interrogarlo più oltre, poiché temeva che egli rispondesse qualche parola amara e straziante.",が、女は問詰める程の元氣も出なかつた―苛辛い、胸を裂くやうな返辭を聽くに堪へなかつたのだ。,lo,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
975,one-to-one,dn_1062,isk_1307,"Ma ella non ebbe il coraggio d'interrogarlo più oltre, poiché temeva che egli rispondesse qualche parola amara e straziante.",が、女は問詰める程の元氣も出なかつた―苛辛い、胸を裂くやうな返辭を聽くに堪へなかつたのだ。,egli,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
975,one-to-one,dn_1062,isk_1307,"Ma ella non ebbe il coraggio d'interrogarlo più oltre, poiché temeva che egli rispondesse qualche parola amara e straziante.",が、女は問詰める程の元氣も出なかつた―苛辛い、胸を裂くやうな返辭を聽くに堪へなかつたのだ。,ella,女,Ippolita,Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
975,one-to-one,dn_1062,isk_1307,"Ma ella non ebbe il coraggio d'interrogarlo più oltre, poiché temeva che egli rispondesse qualche parola amara e straziante.",が、女は問詰める程の元氣も出なかつた―苛辛い、胸を裂くやうな返辭を聽くに堪へなかつたのだ。,temeva,堪へなかつた,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
976,one-to-one,dn_1063,isk_1308,"Preferì il silenzio; ma lo baciò su la fronte a lungo, come soleva, sperando sciogliere il duro nodo dei pensieri.",默つて居る方が可いとは思ひながら、額に接吻した―男の遺を瀬ない回想の縺れを解す積りで、毎も爲慣れた、長い長い接吻であつた。,lo,男,Giorgio,Giorgio,PRON,NOUN,obj,nmod,explicit_ref_only,
976,one-to-one,dn_1063,isk_1308,"Preferì il silenzio; ma lo baciò su la fronte a lungo, come soleva, sperando sciogliere il duro nodo dei pensieri.",默つて居る方が可いとは思ひながら、額に接吻した―男の遺を瀬ない回想の縺れを解す積りで、毎も爲慣れた、長い長い接吻であつた。,Preferì,思ひながら,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.31784532671091986
976,one-to-one,dn_1063,isk_1308,"Preferì il silenzio; ma lo baciò su la fronte a lungo, come soleva, sperando sciogliere il duro nodo dei pensieri.",默つて居る方が可いとは思ひながら、額に接吻した―男の遺を瀬ない回想の縺れを解す積りで、毎も爲慣れた、長い長い接吻であつた。,baciò,接吻した,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.14392169618318573
976,one-to-one,dn_1063,isk_1308,"Preferì il silenzio; ma lo baciò su la fronte a lungo, come soleva, sperando sciogliere il duro nodo dei pensieri.",默つて居る方が可いとは思ひながら、額に接吻した―男の遺を瀬ない回想の縺れを解す積りで、毎も爲慣れた、長い長い接吻であつた。,soleva,解す,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2974841031949
977,one-to-one,dn_1064,isk_1309,Ecco la Cecchina!,さあ貴郞チェッキイナよ。,MISSING,貴郞,MISSING,Giorgio,MISSING,PRON,MISSING,vocative,leftover_target,
978,one-to-one,dn_1065,isk_1310,"esclamò, sollevata, udendo il fischio dell'arrivo.",着車を知らせる汽笛を聽く、氣軽に斯う叫んだ。,esclamò,叫んだ,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.31746342100880365
978,one-to-one,dn_1065,isk_1310,"esclamò, sollevata, udendo il fischio dell'arrivo.",着車を知らせる汽笛を聽く、氣軽に斯う叫んだ。,MISSING,聽く,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
979,one-to-one,dn_1066,isk_1311,"Su, su, amore!",迅くさ、貴郞。,amore,貴郞,Giorgio,Giorgio,NOUN,NOUN,vocative,vocative,explicit_full,
980,one-to-one,dn_1067,isk_1312,Bisogna scendere.,降りるんですよ。,MISSING,降りる,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
981,one-to-one,dn_1068,isk_1313,"Ella si mostrava allegra, per rallegrarlo.",男の氣を引立てるために、故と快活にして見せた。,lo,男,Giorgio,Giorgio,PRON,NOUN,obj,nmod,explicit_ref_only,
981,one-to-one,dn_1068,isk_1313,"Ella si mostrava allegra, per rallegrarlo.",男の氣を引立てるために、故と快活にして見せた。,Ella,引立てる,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
981,one-to-one,dn_1068,isk_1313,"Ella si mostrava allegra, per rallegrarlo.",男の氣を引立てるために、故と快活にして見せた。,si,MISSING,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
981,one-to-one,dn_1068,isk_1313,"Ella si mostrava allegra, per rallegrarlo.",男の氣を引立てるために、故と快活にして見せた。,MISSING,して見せた,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
982,one-to-one,dn_1069,isk_1314,"Abbassò un vetro, sporse il capo.",女は窓の戶を落して外を見込んだ。,Abbassò,見込んだ,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.47218184173107147
982,one-to-one,dn_1069,isk_1314,"Abbassò un vetro, sporse il capo.",女は窓の戶を落して外を見込んだ。,sporse,女,Ippolita,Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
984,one-to-one,dn_1071,isk_1316,"Su, amore!",さあ貴郞！,amore,貴郞,Giorgio,Giorgio,NOUN,NOUN,vocative,vocative,explicit_full,
986,one-to-one,dn_1073,isk_1318,Bisogna che siamo felici.,幸福てなくちや不可いことよ。,siamo,幸福てなくちや不可い,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
987,one-to-one,dn_1074,isk_1319,"Egli scosse da sé le cattive cose, al suono di quella voce tenera e forte.",女の强い優しい聲の響で、彼の陰翳は拂ひ除けられた。,Egli,彼,Giorgio,Giorgio,PRON,PRON,nsubj,nmod,explicit_ref_pos,
987,one-to-one,dn_1074,isk_1319,"Egli scosse da sé le cattive cose, al suono di quella voce tenera e forte.",女の强い優しい聲の響で、彼の陰翳は拂ひ除けられた。,sé,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
987,one-to-one,dn_1074,isk_1319,"Egli scosse da sé le cattive cose, al suono di quella voce tenera e forte.",女の强い優しい聲の響で、彼の陰翳は拂ひ除けられた。,MISSING,女,MISSING,Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
988,one-to-one,dn_1075,isk_1320,"Uscendo all'aria viva, si sentì rasserenato.",爽々した空氣に下り立つて見ると、すつとした氣分になつた。,sentì,氣分になつた,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.32635261524807324
988,one-to-one,dn_1075,isk_1320,"Uscendo all'aria viva, si sentì rasserenato.",爽々した空氣に下り立つて見ると、すつとした氣分になつた。,si,MISSING,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
988,one-to-one,dn_1075,isk_1320,"Uscendo all'aria viva, si sentì rasserenato.",爽々した空氣に下り立つて見ると、すつとした氣分になつた。,MISSING,下り立つて見る,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
992,one-to-one,dn_1079,isk_1324,Bisogna che siamo felici!,幸福でなくちや不可いことよ。,siamo,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
993,one-to-many,dn_1080,isk_1325 isk_1326,Giorgio riudiva entro di sé le parole dell'amica; e il cuore gli si gonfiava di aspirazioni indefinite.,然う言つたイッポリイタの言葉の谺響が胸の中から響けた。 彼の精神は、垠も無い天啓を得たやうに膨らんだ。,sé,彼,Giorgio,Giorgio,PRON,PRON,nmod,nmod,explicit_full,
993,one-to-many,dn_1080,isk_1325 isk_1326,Giorgio riudiva entro di sé le parole dell'amica; e il cuore gli si gonfiava di aspirazioni indefinite.,然う言つたイッポリイタの言葉の谺響が胸の中から響けた。 彼の精神は、垠も無い天啓を得たやうに膨らんだ。,Giorgio,MISSING,Giorgio,MISSING,PROPN,MISSING,nsubj,MISSING,leftover_source,
993,one-to-many,dn_1080,isk_1325 isk_1326,Giorgio riudiva entro di sé le parole dell'amica; e il cuore gli si gonfiava di aspirazioni indefinite.,然う言つたイッポリイタの言葉の谺響が胸の中から響けた。 彼の精神は、垠も無い天啓を得たやうに膨らんだ。,gli,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
993,one-to-many,dn_1080,isk_1325 isk_1326,Giorgio riudiva entro di sé le parole dell'amica; e il cuore gli si gonfiava di aspirazioni indefinite.,然う言つたイッポリイタの言葉の谺響が胸の中から響けた。 彼の精神は、垠も無い天啓を得たやうに膨らんだ。,amica,イッポリイタ,Ippolita,Ippolita,NOUN,PROPN,nmod,nmod,explicit_ref_case,
994,one-to-one,dn_1081,isk_1327,E la stanza tranquilla e il camino acceso e il letto bianco gli parevano troppo umili elementi di felicità in quella notte solenne e pura.,聖く嚴かな此の夜の幸福を添へる物としては、閑かな部屋と、暖い煖爐と、白い紗の中の寝臺とは、權衡の取れない程粗末な村科としか思へなかつた。,gli,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
996,one-to-one,dn_1083,isk_1329,Bisogna che siamo felici.,幸福てなくちや不可いことよ。,siamo,幸福てなくちや不可い,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
997,one-to-many,dn_1084,isk_1330 isk_1331,"Che pensava, che faceva egli, due anni avanti, su quell'ora?",―二年前の此の時間には甚麼事を考へて居たらう。 何をして居たらう。,pensava,考へて居た,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.24127102593580882
997,one-to-many,dn_1084,isk_1330 isk_1331,"Che pensava, che faceva egli, due anni avanti, su quell'ora?",―二年前の此の時間には甚麼事を考へて居たらう。 何をして居たらう。,egli,して居た,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
998,one-to-many,dn_1085,isk_1332 isk_1333 isk_1334,"—Vagava per le vie, senza una mèta, spinto da un bisogno istintivo di raggiungere uno spazio più largo e pure attratto dai luoghi popolosi dove il suo orgoglio e la sua gioia gli parevano grandeggiare al contrasto della vita comune.",彼は的もなしに街から街を彷徨つた。 些とでも寥れた處へと、本能の欲には、誘はれながら、それでも自然と足は繁華な衞へ牽附けられた。 彼の矜誇と歡喜は、その衢で俗世の生活と比べて見て、一層の强さを增した。,suo,彼,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
998,one-to-many,dn_1085,isk_1332 isk_1333 isk_1334,"—Vagava per le vie, senza una mèta, spinto da un bisogno istintivo di raggiungere uno spazio più largo e pure attratto dai luoghi popolosi dove il suo orgoglio e la sua gioia gli parevano grandeggiare al contrasto della vita comune.",彼は的もなしに街から街を彷徨つた。 些とでも寥れた處へと、本能の欲には、誘はれながら、それでも自然と足は繁華な衞へ牽附けられた。 彼の矜誇と歡喜は、その衢で俗世の生活と比べて見て、一層の强さを增した。,sua,彼,Giorgio,Giorgio,DET,PRON,nmod,nsubj,explicit_ref_only,
998,one-to-many,dn_1085,isk_1332 isk_1333 isk_1334,"—Vagava per le vie, senza una mèta, spinto da un bisogno istintivo di raggiungere uno spazio più largo e pure attratto dai luoghi popolosi dove il suo orgoglio e la sua gioia gli parevano grandeggiare al contrasto della vita comune.",彼は的もなしに街から街を彷徨つた。 些とでも寥れた處へと、本能の欲には、誘はれながら、それでも自然と足は繁華な衞へ牽附けられた。 彼の矜誇と歡喜は、その衢で俗世の生活と比べて見て、一層の强さを增した。,Vagava,誘はれながら,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
999,one-to-one,dn_1086,isk_1335,"E il romore cittadino, pure avvolgendolo, gli arrivava all'orecchio come di lontano.",都會の喧擾は、彼の耳に唯幽かな呻きとしか響いて來なかつた。,lo,彼,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
999,one-to-one,dn_1086,isk_1335,"E il romore cittadino, pure avvolgendolo, gli arrivava all'orecchio come di lontano.",都會の喧擾は、彼の耳に唯幽かな呻きとしか響いて來なかつた。,gli,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1003,one-to-one,dn_1090,isk_1345,Come mi piace di star qui!,私此處へ來て嬉しくて堪らないの。,mi,私,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
1003,one-to-one,dn_1090,isk_1345,Come mi piace di star qui!,私此處へ來て嬉しくて堪らないの。,MISSING,嬉しくて堪らない,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
1004,one-to-many,dn_1091,isk_1346 isk_1347 isk_1348,"diceva Ippolita, penetrata dal mite incanto delle cose, raccogliendosi nella gran poltrona soffice, appoggiando il capo alla spalliera, dov'era cucita una mezzaluna bianca, di cotone, umile opera d'uncinetto.",幽静な場所のチァアムに沁み入られたイッポリイタが斯う叫んだ。 肘懸倚子に深く乘掛つて、倚靠に頭を支へた。 それには白絲の粗末な三日月形のクロセ編が附けてあつた。,Ippolita,イッポリイタ,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
1004,one-to-many,dn_1091,isk_1346 isk_1347 isk_1348,"diceva Ippolita, penetrata dal mite incanto delle cose, raccogliendosi nella gran poltrona soffice, appoggiando il capo alla spalliera, dov'era cucita una mezzaluna bianca, di cotone, umile opera d'uncinetto.",幽静な場所のチァアムに沁み入られたイッポリイタが斯う叫んだ。 肘懸倚子に深く乘掛つて、倚靠に頭を支へた。 それには白絲の粗末な三日月形のクロセ編が附けてあつた。,si,MISSING,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
1004,one-to-many,dn_1091,isk_1346 isk_1347 isk_1348,"diceva Ippolita, penetrata dal mite incanto delle cose, raccogliendosi nella gran poltrona soffice, appoggiando il capo alla spalliera, dov'era cucita una mezzaluna bianca, di cotone, umile opera d'uncinetto.",幽静な場所のチァアムに沁み入られたイッポリイタが斯う叫んだ。 肘懸倚子に深く乘掛つて、倚靠に頭を支へた。 それには白絲の粗末な三日月形のクロセ編が附けてあつた。,MISSING,乘掛つて,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
