sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_sents,target_sents,source_text,target_text,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
935,one-to-one,dn_996,isk_1257,"Metti la testa qui, su le mie ginocchia, e distenditi.",此膝へお頭を載つけて、橫にでもおなんなさいな。,Metti,載つけて,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.13453468712775604
935,one-to-one,dn_996,isk_1257,"Metti la testa qui, su le mie ginocchia, e distenditi.",此膝へお頭を載つけて、橫にでもおなんなさいな。,distendi,おなんなさい,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3451006587912687
935,one-to-one,dn_996,isk_1257,"Metti la testa qui, su le mie ginocchia, e distenditi.",此膝へお頭を載つけて、橫にでもおなんなさいな。,ti,MISSING,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
935,one-to-one,dn_996,isk_1257,"Metti la testa qui, su le mie ginocchia, e distenditi.",此膝へお頭を載つけて、橫にでもおなんなさいな。,mie,此,Ippolita,Ippolita,DET,DET,nmod,nsubj,explicit_ref_pos,
936,one-to-one,dn_997,isk_1258,Giorgio mise la testa su le ginocchia di lei; si distese.,彼は言ふ儘になつた。,Giorgio,彼,Giorgio,Giorgio,PROPN,PRON,nsubj,nsubj,explicit_ref_case,
936,one-to-one,dn_997,isk_1258,Giorgio mise la testa su le ginocchia di lei; si distese.,彼は言ふ儘になつた。,si,MISSING,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
936,one-to-one,dn_997,isk_1258,Giorgio mise la testa su le ginocchia di lei; si distese.,彼は言ふ儘になつた。,distese,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
936,one-to-one,dn_997,isk_1258,Giorgio mise la testa su le ginocchia di lei; si distese.,彼は言ふ儘になつた。,lei,MISSING,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
937,one-to-one,dn_998,isk_1259,Ella disse:,女は、,Ella,女,Ippolita,Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
938,one-to-one,dn_999,isk_1260,Il vento ti ha un po'sciupate le labbra.,風で、こら、這麼にお髭がごしやごしやに。,ti,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
939,one-to-one,dn_1000,isk_1261,E con le dita gli tolse di su la bocca alcuni fili dei baffi leggeri.,と言つて、指尖で男の口に掩冠さつた毛を搔分けた。,gli,男,Giorgio,Giorgio,PRON,NOUN,obj,nmod,explicit_ref_only,
939,one-to-one,dn_1000,isk_1261,E con le dita gli tolse di su la bocca alcuni fili dei baffi leggeri.,と言つて、指尖で男の口に掩冠さつた毛を搔分けた。,tolse,搔分けた,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3831452103196711
939,one-to-one,dn_1000,isk_1261,E con le dita gli tolse di su la bocca alcuni fili dei baffi leggeri.,と言つて、指尖で男の口に掩冠さつた毛を搔分けた。,MISSING,言つて,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
940,one-to-one,dn_1001,isk_1262,Egli le baciò le dita.,その指尖を男は吸つた。,Egli,男,Giorgio,Giorgio,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
940,one-to-one,dn_1001,isk_1262,Egli le baciò le dita.,その指尖を男は吸つた。,le,MISSING,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
941,many-to-one,dn_1002 dn_1003,isk_1263,Ella gli solcò i capelli. Disse:,女は手を男の頭髪に遣って、,gli,男,Giorgio,Giorgio,PRON,NOUN,obj,nmod,explicit_ref_only,
941,many-to-one,dn_1002 dn_1003,isk_1263,Ella gli solcò i capelli. Disse:,女は手を男の頭髪に遣って、,Ella,女,Ippolita,Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
941,many-to-one,dn_1002 dn_1003,isk_1263,Ella gli solcò i capelli. Disse:,女は手を男の頭髪に遣って、,Disse,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
942,one-to-one,dn_1004,isk_1264,Anche tu hai le ciglia molto lunghe.,貴郞も睫が大へん長くつて居らつしやるわ。,tu,貴郞,Giorgio,Giorgio,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
943,one-to-one,dn_1005,isk_1265,"Gli chiuse gli occhi, per ammirarle.",睫を賞味するといふ風に、女は男の兩眼を閉ぢた。,Gli,男,Giorgio,Giorgio,PRON,NOUN,obj,nmod,explicit_ref_only,
943,one-to-one,dn_1005,isk_1265,"Gli chiuse gli occhi, per ammirarle.",睫を賞味するといふ風に、女は男の兩眼を閉ぢた。,chiuse,女,Ippolita,Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
944,one-to-many,dn_1006,isk_1266 isk_1267 isk_1268,"Poi gli accarezzò la fronte, le tempie; si fece baciare di nuovo le dita, a una a una, con la testa china verso di lui.",頬や顳顬も弄つた。 もう一度、指を一本々々脣の端へ持つて行つて吸はせた。 女の頭は、男の顏の眞上に來て居た。,gli,男,Giorgio,Giorgio,PRON,NOUN,obj,nmod,explicit_ref_only,
944,one-to-many,dn_1006,isk_1266 isk_1267 isk_1268,"Poi gli accarezzò la fronte, le tempie; si fece baciare di nuovo le dita, a una a una, con la testa china verso di lui.",頬や顳顬も弄つた。 もう一度、指を一本々々脣の端へ持つて行つて吸はせた。 女の頭は、男の顏の眞上に來て居た。,lui,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
944,one-to-many,dn_1006,isk_1266 isk_1267 isk_1268,"Poi gli accarezzò la fronte, le tempie; si fece baciare di nuovo le dita, a una a una, con la testa china verso di lui.",頬や顳顬も弄つた。 もう一度、指を一本々々脣の端へ持つて行つて吸はせた。 女の頭は、男の顏の眞上に來て居た。,accarezzò,弄つた,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.568892857275359
944,one-to-many,dn_1006,isk_1266 isk_1267 isk_1268,"Poi gli accarezzò la fronte, le tempie; si fece baciare di nuovo le dita, a una a una, con la testa china verso di lui.",頬や顳顬も弄つた。 もう一度、指を一本々々脣の端へ持つて行つて吸はせた。 女の頭は、男の顏の眞上に來て居た。,fece baciare,持つて行つて,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3052868030979777
944,one-to-many,dn_1006,isk_1266 isk_1267 isk_1268,"Poi gli accarezzò la fronte, le tempie; si fece baciare di nuovo le dita, a una a una, con la testa china verso di lui.",頬や顳顬も弄つた。 もう一度、指を一本々々脣の端へ持つて行つて吸はせた。 女の頭は、男の顏の眞上に來て居た。,si,MISSING,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
944,one-to-many,dn_1006,isk_1266 isk_1267 isk_1268,"Poi gli accarezzò la fronte, le tempie; si fece baciare di nuovo le dita, a una a una, con la testa china verso di lui.",頬や顳顬も弄つた。 もう一度、指を一本々々脣の端へ持つて行つて吸はせた。 女の頭は、男の顏の眞上に來て居た。,MISSING,吸はせた,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
944,one-to-many,dn_1006,isk_1266 isk_1267 isk_1268,"Poi gli accarezzò la fronte, le tempie; si fece baciare di nuovo le dita, a una a una, con la testa china verso di lui.",頬や顳顬も弄つた。 もう一度、指を一本々々脣の端へ持つて行つて吸はせた。 女の頭は、男の顏の眞上に來て居た。,MISSING,女,MISSING,Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
945,many-to-one,dn_1007 dn_1008,isk_1269,"Ed egli, dal basso, vedeva la bocca di lei aprirsi con infinita lentezza e dal fondo sorgere il calice niveo dei denti. Ella la richiudeva:",下から瞻上げると、女の脣はごく毫しづつ、じりじりと開いて行つて、そこから雪の樣な齒が露れて來た。,egli,瞻上げると,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
945,many-to-one,dn_1007 dn_1008,isk_1269,"Ed egli, dal basso, vedeva la bocca di lei aprirsi con infinita lentezza e dal fondo sorgere il calice niveo dei denti. Ella la richiudeva:",下から瞻上げると、女の脣はごく毫しづつ、じりじりと開いて行つて、そこから雪の樣な齒が露れて來た。,lei,女,Ippolita,Ippolita,PRON,NOUN,nmod,nmod,explicit_ref_case,
945,many-to-one,dn_1007 dn_1008,isk_1269,"Ed egli, dal basso, vedeva la bocca di lei aprirsi con infinita lentezza e dal fondo sorgere il calice niveo dei denti. Ella la richiudeva:",下から瞻上げると、女の脣はごく毫しづつ、じりじりと開いて行つて、そこから雪の樣な齒が露れて來た。,Ella,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
945,many-to-one,dn_1007 dn_1008,isk_1269,"Ed egli, dal basso, vedeva la bocca di lei aprirsi con infinita lentezza e dal fondo sorgere il calice niveo dei denti. Ella la richiudeva:",下から瞻上げると、女の脣はごく毫しづつ、じりじりと開いて行つて、そこから雪の樣な齒が露れて來た。,richiudeva,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
947,one-to-many,dn_1010,isk_1271 isk_1272,"Ambedue, in quella blandizia, languivano; felici, obliosi.",斯うした笑戯の中に、二人は骨身の解弛れるやうな氣分になつた。 何事も打忘れて幸福を感じた。,Ambedue,二人,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
947,one-to-many,dn_1010,isk_1271 isk_1272,"Ambedue, in quella blandizia, languivano; felici, obliosi.",斯うした笑戯の中に、二人は骨身の解弛れるやうな氣分になつた。 何事も打忘れて幸福を感じた。,MISSING,打忘れて,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
947,one-to-many,dn_1010,isk_1271 isk_1272,"Ambedue, in quella blandizia, languivano; felici, obliosi.",斯うした笑戯の中に、二人は骨身の解弛れるやうな氣分になつた。 何事も打忘れて幸福を感じた。,MISSING,感じた,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
948,one-to-one,dn_1011,isk_1273,Il romore monotono li cullava.,彼等は列車の單調な動搖に慰された。,li,彼等,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
949,one-to-one,dn_1012,isk_1274,"Si scambiarono, piano, parole di adorazione.",低い聲音で憧憬の言葉が交はされた。,Si,MISSING,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
949,one-to-one,dn_1012,isk_1274,"Si scambiarono, piano, parole di adorazione.",低い聲音で憧憬の言葉が交はされた。,scambiarono,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
950,one-to-one,dn_1013,isk_1275,"Ella disse, sorridendo:",嬉しさうに女が、,Ella,女,Ippolita,Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
951,one-to-many,dn_1014,isk_1276 isk_1277,"Questo è il primo viaggio che facciamo insieme; e questa è la prima volta che ci troviamo soli, in treno.",二人連の旅行は初めてね。 二人限の車室といふのもこれが初めね。,facciamo,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
951,one-to-many,dn_1014,isk_1276 isk_1277,"Questo è il primo viaggio che facciamo insieme; e questa è la prima volta che ci troviamo soli, in treno.",二人連の旅行は初めてね。 二人限の車室といふのもこれが初めね。,ci,MISSING,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
951,one-to-many,dn_1014,isk_1276 isk_1277,"Questo è il primo viaggio che facciamo insieme; e questa è la prima volta che ci troviamo soli, in treno.",二人連の旅行は初めてね。 二人限の車室といふのもこれが初めね。,troviamo,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
951,one-to-many,dn_1014,isk_1276 isk_1277,"Questo è il primo viaggio che facciamo insieme; e questa è la prima volta che ci troviamo soli, in treno.",二人連の旅行は初めてね。 二人限の車室といふのもこれが初めね。,MISSING,二人連,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
951,one-to-many,dn_1014,isk_1276 isk_1277,"Questo è il primo viaggio che facciamo insieme; e questa è la prima volta che ci troviamo soli, in treno.",二人連の旅行は初めてね。 二人限の車室といふのもこれが初めね。,MISSING,二人限,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
952,one-to-one,dn_1015,isk_1278,Ella si compiaceva di confermare che facevano una cosa nuova.,二人には新らしい經驗だといふことを、彼女は繰返して悅んだ。,facevano,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
952,one-to-one,dn_1015,isk_1278,Ella si compiaceva di confermare che facevano una cosa nuova.,二人には新らしい經驗だといふことを、彼女は繰返して悅んだ。,MISSING,二人,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,obj,leftover_target,
952,one-to-one,dn_1015,isk_1278,Ella si compiaceva di confermare che facevano una cosa nuova.,二人には新らしい經驗だといふことを、彼女は繰返して悅んだ。,Ella,彼女,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
952,one-to-one,dn_1015,isk_1278,Ella si compiaceva di confermare che facevano una cosa nuova.,二人には新らしい經驗だといふことを、彼女は繰返して悅んだ。,si,MISSING,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
952,one-to-one,dn_1015,isk_1278,Ella si compiaceva di confermare che facevano una cosa nuova.,二人には新らしい經驗だといふことを、彼女は繰返して悅んだ。,MISSING,繰返して,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
953,one-to-many,dn_1022,isk_1279 isk_1280,"Di nuovo, ella vide un albergo silenzioso, una stanza con suppellettili antiquate, con un gran letto coperto d'un zanzariere bianco.",又としても閑靜な宿屋が彼女の心の眼に浮んだ。 ―古風な部屋―白い蚊帳の中の大きな寢臺。,ella,彼女,Ippolita,Ippolita,PRON,PRON,nsubj,nmod,explicit_ref_pos,
955,one-to-one,dn_1024,isk_1282,"disse, per distrarre l'Ippolita.",男の氣を紛らす積りで、,MISSING,男,MISSING,Giorgio,MISSING,NOUN,MISSING,nmod,leftover_target,
955,one-to-one,dn_1024,isk_1282,"disse, per distrarre l'Ippolita.",男の氣を紛らす積りで、,disse,紛らす,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
955,one-to-one,dn_1024,isk_1282,"disse, per distrarre l'Ippolita.",男の氣を紛らす積りで、,l'Ippolita,MISSING,Ippolita,MISSING,PROPN,MISSING,nsubj,MISSING,leftover_source,
956,one-to-one,dn_1025,isk_1284,"Come staremo bene, soli soli, in un albergo deserto!",伽藍とした宿屋にたつた二人限つて、酒落てるわね。,staremo,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
956,one-to-one,dn_1025,isk_1284,"Come staremo bene, soli soli, in un albergo deserto!",伽藍とした宿屋にたつた二人限つて、酒落てるわね。,MISSING,二人限,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,obj,leftover_target,
957,one-to-one,dn_1026,isk_1285,Ci prenderanno per due sposi novelli.,みんな新夫婦だと思ひますよ。,Ci,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
957,one-to-one,dn_1026,isk_1285,Ci prenderanno per due sposi novelli.,みんな新夫婦だと思ひますよ。,prenderanno,MISSING,UNKNOWN,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
958,one-to-one,dn_1027,isk_1286,"Si raccolse nel suo mantello, rabbrividendo; si piegò contro la spalla di Giorgio.",竦と寒氣がしたと思つたら、外套を引被つて、男の肩へ靠れ掛つた。,Giorgio,男,Giorgio,Giorgio,PROPN,NOUN,nmod,nmod,explicit_ref_case,
958,one-to-one,dn_1027,isk_1286,"Si raccolse nel suo mantello, rabbrividendo; si piegò contro la spalla di Giorgio.",竦と寒氣がしたと思つたら、外套を引被つて、男の肩へ靠れ掛つた。,raccolse,引被つて,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.25878147537036733
958,one-to-one,dn_1027,isk_1286,"Si raccolse nel suo mantello, rabbrividendo; si piegò contro la spalla di Giorgio.",竦と寒氣がしたと思つたら、外套を引被つて、男の肩へ靠れ掛つた。,piegò,靠れ掛つた,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.220617648492546
958,one-to-one,dn_1027,isk_1286,"Si raccolse nel suo mantello, rabbrividendo; si piegò contro la spalla di Giorgio.",竦と寒氣がしたと思つたら、外套を引被つて、男の肩へ靠れ掛つた。,Si,MISSING,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
958,one-to-one,dn_1027,isk_1286,"Si raccolse nel suo mantello, rabbrividendo; si piegò contro la spalla di Giorgio.",竦と寒氣がしたと思つたら、外套を引被つて、男の肩へ靠れ掛つた。,si,MISSING,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
958,one-to-one,dn_1027,isk_1286,"Si raccolse nel suo mantello, rabbrividendo; si piegò contro la spalla di Giorgio.",竦と寒氣がしたと思つたら、外套を引被つて、男の肩へ靠れ掛つた。,MISSING,思つたら,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
960,many-to-one,dn_1029 dn_1030 dn_1031,isk_1288,"Appena giunti, accenderemo un gran fuoco e prenderemo una tazza di tè. Provarono ambedue un acuto piacere ad imaginare la prossima delizia. Parlavano sottovoce, comunicandosi il calore del sangue e delle promesse.",著いたらどんどん火を燃して熱いお茶を戴くことよ。,accenderemo,燃して,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.15837964107169172
960,many-to-one,dn_1029 dn_1030 dn_1031,isk_1288,"Appena giunti, accenderemo un gran fuoco e prenderemo una tazza di tè. Provarono ambedue un acuto piacere ad imaginare la prossima delizia. Parlavano sottovoce, comunicandosi il calore del sangue e delle promesse.",著いたらどんどん火を燃して熱いお茶を戴くことよ。,prenderemo,戴く,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.23254916446186355
960,many-to-one,dn_1029 dn_1030 dn_1031,isk_1288,"Appena giunti, accenderemo un gran fuoco e prenderemo una tazza di tè. Provarono ambedue un acuto piacere ad imaginare la prossima delizia. Parlavano sottovoce, comunicandosi il calore del sangue e delle promesse.",著いたらどんどん火を燃して熱いお茶を戴くことよ。,Provarono,著いたら,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.604910306950316
960,many-to-one,dn_1029 dn_1030 dn_1031,isk_1288,"Appena giunti, accenderemo un gran fuoco e prenderemo una tazza di tè. Provarono ambedue un acuto piacere ad imaginare la prossima delizia. Parlavano sottovoce, comunicandosi il calore del sangue e delle promesse.",著いたらどんどん火を燃して熱いお茶を戴くことよ。,ambedue,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
960,many-to-one,dn_1029 dn_1030 dn_1031,isk_1288,"Appena giunti, accenderemo un gran fuoco e prenderemo una tazza di tè. Provarono ambedue un acuto piacere ad imaginare la prossima delizia. Parlavano sottovoce, comunicandosi il calore del sangue e delle promesse.",著いたらどんどん火を燃して熱いお茶を戴くことよ。,Parlavano,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
960,many-to-one,dn_1029 dn_1030 dn_1031,isk_1288,"Appena giunti, accenderemo un gran fuoco e prenderemo una tazza di tè. Provarono ambedue un acuto piacere ad imaginare la prossima delizia. Parlavano sottovoce, comunicandosi il calore del sangue e delle promesse.",著いたらどんどん火を燃して熱いお茶を戴くことよ。,si,MISSING,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
961,one-to-one,dn_1043,isk_1289,Appoggiò il capo alla spalliera e guardò il vasto paesaggio monotono allontanarsi nell'ombra.,イッポリイタは頭を腰掛の倚靠に支持つて、黑闇に消えて行く、廣々とした單調な田圃の方へ眼を遣つて居た。,guardò,遣つて居た,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.40285115115745096
961,one-to-one,dn_1043,isk_1289,Appoggiò il capo alla spalliera e guardò il vasto paesaggio monotono allontanarsi nell'ombra.,イッポリイタは頭を腰掛の倚靠に支持つて、黑闇に消えて行く、廣々とした單調な田圃の方へ眼を遣つて居た。,Appoggiò,イッポリイタ,Ippolita,Ippolita,NULL,PROPN,nsubj,nsubj,zero_to_tgt_anchor,
962,one-to-many,dn_1044,isk_1290 isk_1291,"Ma Giorgio, accanto a lei, era caduto in balìa de' suoi pensieri perfidi.",傍ではジォルジオが、再び反逆的な安想の領分へ墜ちて行つた。 可怕しい幻像に彼は苛まれた。,Giorgio,ジォルジオ,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
962,one-to-many,dn_1044,isk_1290 isk_1291,"Ma Giorgio, accanto a lei, era caduto in balìa de' suoi pensieri perfidi.",傍ではジォルジオが、再び反逆的な安想の領分へ墜ちて行つた。 可怕しい幻像に彼は苛まれた。,MISSING,彼,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
962,one-to-many,dn_1044,isk_1290 isk_1291,"Ma Giorgio, accanto a lei, era caduto in balìa de' suoi pensieri perfidi.",傍ではジォルジオが、再び反逆的な安想の領分へ墜ちて行つた。 可怕しい幻像に彼は苛まれた。,lei,MISSING,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
963,one-to-many,dn_1045,isk_1292 isk_1293,"Una orribile visione lo torturava; a cui egli non poteva sfuggire, perché la vedeva con gli occhi dell'anima, con quegli occhi senza palpebre, che nessuna volontà può serrare.",それと闘ふことは彼には出來なかつた。 何爲と言つて、それは意志の力で鍼ぢることの出本ない、瞳の無い、精神の眼でそれを視て居たからだ。,lo,彼,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
963,one-to-many,dn_1045,isk_1292 isk_1293,"Una orribile visione lo torturava; a cui egli non poteva sfuggire, perché la vedeva con gli occhi dell'anima, con quegli occhi senza palpebre, che nessuna volontà può serrare.",それと闘ふことは彼には出來なかつた。 何爲と言つて、それは意志の力で鍼ぢることの出本ない、瞳の無い、精神の眼でそれを視て居たからだ。,vedeva,視て居た,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.17848399905058054
963,one-to-many,dn_1045,isk_1292 isk_1293,"Una orribile visione lo torturava; a cui egli non poteva sfuggire, perché la vedeva con gli occhi dell'anima, con quegli occhi senza palpebre, che nessuna volontà può serrare.",それと闘ふことは彼には出來なかつた。 何爲と言つて、それは意志の力で鍼ぢることの出本ない、瞳の無い、精神の眼でそれを視て居たからだ。,egli,言つて,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
963,one-to-many,dn_1045,isk_1292 isk_1293,"Una orribile visione lo torturava; a cui egli non poteva sfuggire, perché la vedeva con gli occhi dell'anima, con quegli occhi senza palpebre, che nessuna volontà può serrare.",それと闘ふことは彼には出來なかつた。 何爲と言つて、それは意志の力で鍼ぢることの出本ない、瞳の無い、精神の眼でそれを視て居たからだ。,la,MISSING,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
964,one-to-one,dn_1046,isk_1294,A che pensi?,何考へて？,pensi,考へて,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
965,one-to-one,dn_1047,isk_1295,"gli chiese Ippolita, con inquietudine.",不安さうにイッポリイタが訊く。,gli,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
965,one-to-one,dn_1047,isk_1295,"gli chiese Ippolita, con inquietudine.",不安さうにイッポリイタが訊く。,Ippolita,イッポリイタ,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
966,one-to-one,dn_1048,isk_1296,A te.,お前の事さ。,te,お前,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
967,one-to-one,dn_1049,isk_1297,"Egli pensava a lei, al viaggio di nozze, all'uso comune dei novelli sposi.",彼は女の事を考へて居た―女の新婚旅行のこと―一般の新夫婦の擧動―。,Egli,彼,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
967,one-to-one,dn_1049,isk_1297,"Egli pensava a lei, al viaggio di nozze, all'uso comune dei novelli sposi.",彼は女の事を考へて居た―女の新婚旅行のこと―一般の新夫婦の擧動―。,lei,女,Ippolita,Ippolita,PRON,NOUN,obj,nmod,explicit_ref_only,
967,one-to-one,dn_1049,isk_1297,"Egli pensava a lei, al viaggio di nozze, all'uso comune dei novelli sposi.",彼は女の事を考へて居た―女の新婚旅行のこと―一般の新夫婦の擧動―。,MISSING,女,MISSING,Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
968,one-to-one,dn_1050,isk_1298,"Ella si trovò certo sola con suo marito, una volta, come ora è con me.",丁度今俺と斯うして居るやうに、自分の亭主と二人限で居たこともあつたんだ。,me,俺,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
968,one-to-one,dn_1050,isk_1298,"Ella si trovò certo sola con suo marito, una volta, come ora è con me.",丁度今俺と斯うして居るやうに、自分の亭主と二人限で居たこともあつたんだ。,suo,自分,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
968,one-to-one,dn_1050,isk_1298,"Ella si trovò certo sola con suo marito, una volta, come ora è con me.",丁度今俺と斯うして居るやうに、自分の亭主と二人限で居たこともあつたんだ。,è,居るやうに,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.20373379715851375
968,one-to-one,dn_1050,isk_1298,"Ella si trovò certo sola con suo marito, una volta, come ora è con me.",丁度今俺と斯うして居るやうに、自分の亭主と二人限で居たこともあつたんだ。,Ella,居た,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
968,one-to-one,dn_1050,isk_1298,"Ella si trovò certo sola con suo marito, una volta, come ora è con me.",丁度今俺と斯うして居るやうに、自分の亭主と二人限で居たこともあつたんだ。,si,MISSING,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
968,one-to-one,dn_1050,isk_1298,"Ella si trovò certo sola con suo marito, una volta, come ora è con me.",丁度今俺と斯うして居るやうに、自分の亭主と二人限で居たこともあつたんだ。,MISSING,二人限,MISSING,Ippolita Ippolitas-husband,MISSING,NOUN,MISSING,obj,leftover_target,
968,one-to-one,dn_1050,isk_1298,"Ella si trovò certo sola con suo marito, una volta, come ora è con me.",丁度今俺と斯うして居るやうに、自分の亭主と二人限で居たこともあつたんだ。,marito,亭主,Ippolitas-husband,Ippolitas-husband,NOUN,NOUN,obj,obj,explicit_full,
969,one-to-one,dn_1054,isk_1299,"Quel ricordo le dà ora, forse, tanta tristezza!",女の悲哀を誘ふのは、然うした追憶があるからなんだらう。,le,女,Ippolita,Ippolita,PRON,NOUN,obj,nmod,explicit_ref_only,
971,one-to-many,dn_1058,isk_1301 isk_1302,"Ebbe un sussulto, quel particolare sussulto che Ippolita conosceva pur troppo come un sicuro indizio del male da cui l'amato era afflitto.",猛然と起上つた。 それは、イッポリイタも熟く見慣れて居る、苦しい病氣の發作の知らせであつた。,Ebbe,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
